mir	auto	count
hsa-miR-32-3p	auto_regulate	3
hsa-miR-32-3p	no_feedback	1
hsa-miR-3190-5p	auto_regulate	4
hsa-miR-3190-5p	no_feedback	5
hsa-miR-1277-5p	no_feedback	9
hsa-miR-1277-5p	auto_regulate	21
hsa-miR-576-3p	auto_regulate	4
hsa-miR-576-3p	no_feedback	2
hsa-miR-767-3p	auto_regulate	1
hsa-miR-767-3p	no_feedback	2
hsa-miR-4429	no_feedback	1
hsa-miR-4429	auto_regulate	4
hsa-miR-4491	no_feedback	1
hsa-miR-4491	auto_regulate	3
hsa-miR-4657	no_feedback	1
hsa-miR-4657	auto_regulate	3
hsa-miR-1205	no_feedback	2
hsa-miR-1205	auto_regulate	1
hsa-miR-548aw	no_feedback	7
hsa-miR-548aw	auto_regulate	4
hsa-miR-199b-3p	auto_regulate	4
hsa-miR-216a-3p	auto_regulate	4
hsa-miR-216a-3p	no_feedback	2
hsa-miR-936	auto_regulate	3
hsa-miR-936	no_feedback	1
hsa-miR-3129-5p	auto_regulate	4
hsa-miR-3147	auto_regulate	1
hsa-miR-3681-3p	auto_regulate	4
hsa-miR-3681-3p	no_feedback	2
hsa-miR-4425	auto_regulate	2
hsa-miR-4425	no_feedback	2
hsa-miR-4435	auto_regulate	5
hsa-miR-4435	no_feedback	3
hsa-miR-8086	no_feedback	2
hsa-miR-4796-3p	auto_regulate	12
hsa-miR-4796-3p	no_feedback	4
hsa-miR-3609	auto_regulate	13
hsa-miR-3609	no_feedback	4
hsa-miR-548ah-5p	auto_regulate	13
hsa-miR-548ah-5p	no_feedback	4
hsa-miR-2115-3p	auto_regulate	4
hsa-miR-2115-3p	no_feedback	2
hsa-miR-6073	no_feedback	3
hsa-miR-6073	auto_regulate	4
hsa-miR-600	auto_regulate	1
hsa-miR-600	no_feedback	1
hsa-miR-3686	auto_regulate	3
hsa-miR-4662a-3p	auto_regulate	1
hsa-miR-4662a-3p	no_feedback	1
hsa-miR-548b-5p	no_feedback	3
hsa-miR-548b-5p	auto_regulate	8
hsa-miR-548a-5p	no_feedback	3
hsa-miR-548a-5p	auto_regulate	8
hsa-miR-548c-5p	no_feedback	3
hsa-miR-548c-5p	auto_regulate	8
hsa-miR-548n	auto_regulate	13
hsa-miR-548n	no_feedback	3
hsa-miR-548i	no_feedback	4
hsa-miR-548i	auto_regulate	8
hsa-miR-548w	no_feedback	3
hsa-miR-548w	auto_regulate	8
hsa-miR-548y	no_feedback	3
hsa-miR-548y	auto_regulate	8
hsa-miR-548o-5p	no_feedback	3
hsa-miR-548o-5p	auto_regulate	8
hsa-miR-548ab	no_feedback	3
hsa-miR-548ab	auto_regulate	8
hsa-miR-548ad-5p	no_feedback	3
hsa-miR-548ad-5p	auto_regulate	8
hsa-miR-548ae-5p	no_feedback	3
hsa-miR-548ae-5p	auto_regulate	8
hsa-miR-548ak	no_feedback	3
hsa-miR-548ak	auto_regulate	8
hsa-miR-548am-5p	no_feedback	3
hsa-miR-548am-5p	auto_regulate	8
hsa-miR-548ap-5p	no_feedback	3
hsa-miR-548ap-5p	auto_regulate	8
hsa-miR-548aq-5p	no_feedback	3
hsa-miR-548aq-5p	auto_regulate	8
hsa-miR-548ar-5p	no_feedback	3
hsa-miR-548ar-5p	auto_regulate	8
hsa-miR-548as-5p	no_feedback	3
hsa-miR-548as-5p	auto_regulate	8
hsa-miR-548au-5p	no_feedback	3
hsa-miR-548au-5p	auto_regulate	8
hsa-miR-548ay-5p	no_feedback	3
hsa-miR-548ay-5p	auto_regulate	8
hsa-miR-548bb-5p	no_feedback	3
hsa-miR-548bb-5p	auto_regulate	8
hsa-miR-195-3p	auto_regulate	6
hsa-miR-195-3p	no_feedback	1
hsa-miR-887-5p	auto_regulate	5
hsa-miR-887-5p	no_feedback	3
hsa-miR-3159	auto_regulate	3
hsa-miR-6731-5p	no_feedback	4
hsa-miR-6731-5p	auto_regulate	18
hsa-miR-6788-5p	no_feedback	2
hsa-miR-6788-5p	auto_regulate	10
hsa-miR-6867-5p	no_feedback	7
hsa-miR-6867-5p	auto_regulate	13
hsa-miR-8085	no_feedback	4
hsa-miR-8085	auto_regulate	18
hsa-miR-187-5p	auto_regulate	4
hsa-miR-133a-5p	auto_regulate	3
hsa-miR-133a-5p	no_feedback	1
hsa-miR-586	auto_regulate	4
hsa-miR-586	no_feedback	2
hsa-miR-4490	auto_regulate	2
hsa-miR-4666a-5p	auto_regulate	3
hsa-miR-6507-5p	auto_regulate	2
hsa-miR-1468-3p	auto_regulate	6
hsa-miR-1468-3p	no_feedback	7
hsa-miR-548f-5p	no_feedback	7
hsa-miR-548f-5p	auto_regulate	6
hsa-miR-548g-5p	no_feedback	7
hsa-miR-548g-5p	auto_regulate	6
hsa-miR-548x-5p	no_feedback	7
hsa-miR-548x-5p	auto_regulate	6
hsa-miR-4295	no_feedback	4
hsa-miR-4295	auto_regulate	11
hsa-miR-3666	no_feedback	4
hsa-miR-3666	auto_regulate	10
hsa-miR-548aj-5p	no_feedback	7
hsa-miR-548aj-5p	auto_regulate	6
hsa-miR-4474-5p	auto_regulate	1
hsa-miR-4698	no_feedback	5
hsa-miR-4698	auto_regulate	2
hsa-miR-4797-3p	no_feedback	1
hsa-miR-4797-3p	auto_regulate	6
hsa-miR-95-5p	no_feedback	3
hsa-miR-95-5p	auto_regulate	3
hsa-miR-6792-5p	auto_regulate	4
hsa-miR-6792-5p	no_feedback	2
hsa-miR-6793-3p	auto_regulate	6
hsa-miR-6793-3p	no_feedback	2
hsa-miR-4282	auto_regulate	8
hsa-miR-4282	no_feedback	5
hsa-miR-192-3p	auto_regulate	2
hsa-miR-192-3p	no_feedback	3
hsa-miR-1266-3p	auto_regulate	3
hsa-miR-1266-3p	no_feedback	1
hsa-miR-3117-5p	no_feedback	1
hsa-miR-3117-5p	auto_regulate	1
hsa-miR-3613-5p	no_feedback	1
hsa-miR-3613-5p	auto_regulate	3
hsa-miR-7152-5p	auto_regulate	6
hsa-miR-7152-5p	no_feedback	2
hsa-miR-3607-3p	auto_regulate	3
hsa-miR-3607-3p	no_feedback	2
hsa-miR-4666a-3p	auto_regulate	6
hsa-miR-4666a-3p	no_feedback	1
hsa-miR-1253	no_feedback	6
hsa-miR-1253	auto_regulate	2
hsa-miR-4287	auto_regulate	12
hsa-miR-4287	no_feedback	3
hsa-miR-4503	auto_regulate	4
hsa-miR-4685-3p	auto_regulate	12
hsa-miR-4685-3p	no_feedback	3
hsa-miR-4795-5p	auto_regulate	6
hsa-miR-4795-5p	no_feedback	1
hsa-miR-6770-5p	auto_regulate	4
hsa-miR-6770-5p	no_feedback	9
hsa-miR-7106-3p	no_feedback	2
hsa-miR-3133	auto_regulate	4
hsa-miR-3133	no_feedback	1
hsa-miR-2113	no_feedback	5
hsa-miR-2113	auto_regulate	6
hsa-miR-5696	no_feedback	4
hsa-miR-5696	auto_regulate	4
hsa-miR-1321	no_feedback	8
hsa-miR-1321	auto_regulate	9
hsa-miR-4739	no_feedback	8
hsa-miR-4739	auto_regulate	9
hsa-miR-4756-5p	no_feedback	8
hsa-miR-4756-5p	auto_regulate	9
hsa-miR-6799-5p	no_feedback	5
hsa-miR-6799-5p	auto_regulate	9
hsa-miR-519c-5p	auto_regulate	3
hsa-miR-519c-5p	no_feedback	1
hsa-miR-519b-5p	auto_regulate	3
hsa-miR-519b-5p	no_feedback	1
hsa-miR-523-5p	auto_regulate	3
hsa-miR-523-5p	no_feedback	1
hsa-miR-518f-5p	auto_regulate	3
hsa-miR-518f-5p	no_feedback	1
hsa-miR-526a	auto_regulate	3
hsa-miR-526a	no_feedback	1
hsa-miR-520c-5p	auto_regulate	3
hsa-miR-520c-5p	no_feedback	1
hsa-miR-518e-5p	auto_regulate	3
hsa-miR-518e-5p	no_feedback	1
hsa-miR-518d-5p	auto_regulate	3
hsa-miR-518d-5p	no_feedback	1
hsa-miR-522-5p	auto_regulate	3
hsa-miR-522-5p	no_feedback	1
hsa-miR-519a-5p	auto_regulate	3
hsa-miR-519a-5p	no_feedback	1
hsa-miR-3074-3p	auto_regulate	2
hsa-miR-3074-3p	no_feedback	1
hsa-miR-143-5p	no_feedback	3
hsa-miR-143-5p	auto_regulate	6
hsa-miR-3944-5p	auto_regulate	2
hsa-miR-3944-5p	no_feedback	1
hsa-let-7a-2-3p	auto_regulate	5
hsa-let-7a-2-3p	no_feedback	1
hsa-miR-573	no_feedback	1
hsa-miR-573	auto_regulate	1
hsa-miR-3123	auto_regulate	2
hsa-miR-3123	no_feedback	3
hsa-miR-3616-5p	no_feedback	1
hsa-miR-3616-5p	auto_regulate	1
hsa-miR-583	auto_regulate	5
hsa-miR-583	no_feedback	2
hsa-miR-3125	auto_regulate	3
hsa-miR-3125	no_feedback	4
hsa-miR-3916	auto_regulate	3
hsa-miR-3916	no_feedback	4
hsa-miR-6859-5p	auto_regulate	3
hsa-miR-6859-5p	no_feedback	4
hsa-miR-7156-3p	no_feedback	3
hsa-miR-215-3p	auto_regulate	4
hsa-miR-215-3p	no_feedback	3
hsa-miR-503-3p	auto_regulate	3
hsa-miR-503-3p	no_feedback	1
hsa-miR-548at-5p	auto_regulate	5
hsa-miR-548at-5p	no_feedback	2
hsa-miR-873-5p	auto_regulate	6
hsa-miR-873-5p	no_feedback	2
hsa-miR-491-3p	auto_regulate	2
hsa-miR-491-3p	no_feedback	1
hsa-miR-3192-5p	auto_regulate	6
hsa-miR-3192-5p	no_feedback	2
hsa-miR-4496	auto_regulate	1
hsa-miR-4738-3p	auto_regulate	1
hsa-miR-3935	auto_regulate	1
hsa-miR-3646	no_feedback	3
hsa-miR-3646	auto_regulate	2
hsa-miR-5003-3p	no_feedback	5
hsa-miR-5003-3p	auto_regulate	1
hsa-miR-6074	no_feedback	3
hsa-miR-3923	auto_regulate	1
hsa-miR-4686	auto_regulate	2
hsa-miR-2681-5p	no_feedback	6
hsa-miR-2681-5p	auto_regulate	9
hsa-miR-548an	no_feedback	5
hsa-miR-6808-5p	auto_regulate	15
hsa-miR-6808-5p	no_feedback	10
hsa-miR-6893-5p	auto_regulate	15
hsa-miR-6893-5p	no_feedback	10
hsa-miR-520d-5p	no_feedback	5
hsa-miR-520d-5p	auto_regulate	7
hsa-miR-1183	auto_regulate	6
hsa-miR-1183	no_feedback	2
hsa-miR-1278	no_feedback	1
hsa-miR-1278	auto_regulate	2
hsa-miR-1911-5p	no_feedback	1
hsa-miR-4742-3p	auto_regulate	5
hsa-miR-4742-3p	no_feedback	3
hsa-miR-507	no_feedback	5
hsa-miR-507	auto_regulate	8
hsa-miR-557	no_feedback	5
hsa-miR-557	auto_regulate	8
hsa-miR-3680-3p	auto_regulate	7
hsa-miR-3680-3p	no_feedback	5
hsa-miR-135a-3p	auto_regulate	1
hsa-miR-627-3p	auto_regulate	7
hsa-miR-627-3p	no_feedback	6
hsa-miR-6827-5p	auto_regulate	3
hsa-miR-6827-5p	no_feedback	1
hsa-miR-660-3p	auto_regulate	9
hsa-miR-660-3p	no_feedback	3
hsa-miR-3189-3p	no_feedback	2
hsa-miR-3940-5p	no_feedback	1
hsa-miR-4507	no_feedback	1
hsa-miR-4691-5p	auto_regulate	7
hsa-miR-4691-5p	no_feedback	2
hsa-miR-5193	auto_regulate	11
hsa-miR-5193	no_feedback	4
hsa-miR-6749-3p	auto_regulate	15
hsa-miR-6749-3p	no_feedback	4
hsa-miR-6792-3p	auto_regulate	7
hsa-miR-6792-3p	no_feedback	2
hsa-miR-6839-3p	no_feedback	2
hsa-miR-6839-3p	auto_regulate	2
hsa-miR-152-5p	no_feedback	1
hsa-miR-152-5p	auto_regulate	1
hsa-miR-4443	auto_regulate	7
hsa-miR-4443	no_feedback	1
hsa-miR-3689d	no_feedback	7
hsa-miR-3689d	auto_regulate	7
hsa-miR-6515-5p	no_feedback	3
hsa-miR-6515-5p	auto_regulate	4
hsa-miR-6768-5p	auto_regulate	3
hsa-miR-6768-5p	no_feedback	1
hsa-miR-6851-5p	no_feedback	7
hsa-miR-6851-5p	auto_regulate	6
hsa-miR-6511a-3p	auto_regulate	3
hsa-miR-6511a-3p	no_feedback	4
hsa-miR-6515-3p	auto_regulate	2
hsa-miR-6511b-3p	auto_regulate	3
hsa-miR-6511b-3p	no_feedback	4
hsa-miR-6784-3p	no_feedback	3
hsa-miR-6784-3p	auto_regulate	4
hsa-miR-6862-3p	no_feedback	3
hsa-miR-6862-3p	auto_regulate	4
hsa-miR-548t-3p	no_feedback	5
hsa-miR-548t-3p	auto_regulate	5
hsa-miR-548ap-3p	no_feedback	5
hsa-miR-548ap-3p	auto_regulate	5
hsa-miR-548as-3p	auto_regulate	6
hsa-miR-548as-3p	no_feedback	5
hsa-miR-548at-3p	auto_regulate	3
hsa-miR-548at-3p	no_feedback	3
hsa-miR-548ay-3p	auto_regulate	3
hsa-miR-548ay-3p	no_feedback	3
hsa-miR-7153-3p	no_feedback	1
hsa-miR-1200	auto_regulate	8
hsa-miR-1200	no_feedback	3
hsa-miR-544b	auto_regulate	5
hsa-miR-544b	no_feedback	2
hsa-miR-3915	auto_regulate	4
hsa-miR-212-5p	no_feedback	4
hsa-miR-365b-5p	auto_regulate	4
hsa-miR-365b-5p	no_feedback	1
hsa-miR-3199	auto_regulate	3
hsa-miR-3199	no_feedback	1
hsa-miR-6802-5p	no_feedback	2
hsa-miR-6802-5p	auto_regulate	1
hsa-miR-8052	auto_regulate	3
hsa-miR-8052	no_feedback	1
hsa-miR-1283	auto_regulate	1
hsa-miR-1283	no_feedback	1
hsa-miR-664a-5p	auto_regulate	1
hsa-miR-664a-5p	no_feedback	4
hsa-miR-4306	auto_regulate	7
hsa-miR-4306	no_feedback	7
hsa-miR-2392	no_feedback	1
hsa-miR-2392	auto_regulate	2
hsa-miR-4644	auto_regulate	8
hsa-miR-4644	no_feedback	7
hsa-miR-4794	auto_regulate	1
hsa-miR-4794	no_feedback	4
hsa-miR-6871-5p	auto_regulate	6
hsa-miR-203b-5p	auto_regulate	2
hsa-miR-203b-5p	no_feedback	1
hsa-miR-4774-5p	no_feedback	2
hsa-miR-4774-5p	auto_regulate	2
hsa-miR-6718-5p	auto_regulate	2
hsa-miR-6718-5p	no_feedback	1
hsa-miR-1324	auto_regulate	9
hsa-miR-1324	no_feedback	2
hsa-miR-1912	auto_regulate	2
hsa-miR-1912	no_feedback	2
hsa-miR-500b-3p	auto_regulate	5
hsa-miR-500b-3p	no_feedback	1
hsa-miR-1295b-5p	auto_regulate	2
hsa-miR-1295b-5p	no_feedback	2
hsa-miR-4719	auto_regulate	4
hsa-miR-4719	no_feedback	1
hsa-miR-7113-5p	auto_regulate	9
hsa-miR-7113-5p	no_feedback	4
hsa-miR-4465	no_feedback	3
hsa-miR-4465	auto_regulate	5
hsa-miR-4664-5p	auto_regulate	7
hsa-miR-4664-5p	no_feedback	4
hsa-miR-451b	no_feedback	4
hsa-miR-4463	no_feedback	3
hsa-miR-4463	auto_regulate	3
hsa-miR-4499	auto_regulate	3
hsa-miR-4499	no_feedback	2
hsa-miR-9500	no_feedback	2
hsa-miR-9500	auto_regulate	5
hsa-miR-3184-5p	auto_regulate	7
hsa-miR-3184-5p	no_feedback	5
hsa-miR-3674	no_feedback	2
hsa-miR-3674	auto_regulate	2
hsa-miR-552-5p	no_feedback	5
hsa-miR-548ao-5p	no_feedback	1
hsa-miR-548ao-5p	auto_regulate	1
hsa-miR-548ax	no_feedback	1
hsa-miR-548ax	auto_regulate	1
hsa-miR-7854-3p	auto_regulate	3
hsa-miR-7854-3p	no_feedback	3
hsa-miR-889-5p	no_feedback	2
hsa-miR-889-5p	auto_regulate	3
hsa-miR-4522	no_feedback	1
hsa-miR-4522	auto_regulate	2
hsa-miR-4671-5p	auto_regulate	3
hsa-miR-4699-5p	no_feedback	2
hsa-miR-4699-5p	auto_regulate	1
hsa-miR-548k	auto_regulate	7
hsa-miR-548k	no_feedback	2
hsa-miR-3973	no_feedback	3
hsa-miR-3973	auto_regulate	2
hsa-miR-548av-5p	auto_regulate	7
hsa-miR-548av-5p	no_feedback	2
hsa-miR-8054	auto_regulate	7
hsa-miR-8054	no_feedback	2
hsa-miR-6077	auto_regulate	9
hsa-miR-6077	no_feedback	6
hsa-miR-214-5p	auto_regulate	5
hsa-miR-214-5p	no_feedback	2
hsa-miR-558	no_feedback	4
hsa-miR-558	auto_regulate	7
hsa-miR-1234-3p	auto_regulate	5
hsa-miR-1234-3p	no_feedback	4
hsa-miR-4694-3p	no_feedback	2
hsa-miR-4694-3p	auto_regulate	3
hsa-miR-1199-3p	auto_regulate	1
hsa-miR-6735-3p	auto_regulate	2
hsa-miR-6735-3p	no_feedback	1
hsa-miR-6748-3p	auto_regulate	3
hsa-miR-6748-3p	no_feedback	2
hsa-miR-7107-5p	auto_regulate	4
hsa-miR-7107-5p	no_feedback	4
hsa-miR-4311	no_feedback	4
hsa-miR-4311	auto_regulate	7
hsa-miR-4672	auto_regulate	6
hsa-miR-4672	no_feedback	1
hsa-miR-8066	auto_regulate	2
hsa-miR-8066	no_feedback	1
hsa-miR-495-5p	auto_regulate	2
hsa-miR-495-5p	no_feedback	2
hsa-miR-1178-3p	auto_regulate	3
hsa-miR-4317	no_feedback	2
hsa-miR-4317	auto_regulate	2
hsa-miR-6847-3p	auto_regulate	2
hsa-miR-6847-3p	no_feedback	2
hsa-miR-7159-3p	auto_regulate	1
hsa-let-7c-3p	auto_regulate	4
hsa-let-7c-3p	no_feedback	3
hsa-miR-527	auto_regulate	1
hsa-miR-527	no_feedback	2
hsa-miR-4289	auto_regulate	1
hsa-miR-4289	no_feedback	3
hsa-miR-4484	no_feedback	2
hsa-miR-4484	auto_regulate	1
hsa-miR-6768-3p	no_feedback	2
hsa-miR-6768-3p	auto_regulate	3
hsa-miR-5688	auto_regulate	3
hsa-miR-5688	no_feedback	4
hsa-miR-4428	auto_regulate	7
hsa-miR-4428	no_feedback	1
hsa-miR-5582-5p	auto_regulate	3
hsa-miR-5582-5p	no_feedback	5
hsa-miR-513c-3p	auto_regulate	9
hsa-miR-513c-3p	no_feedback	5
hsa-miR-3606-3p	auto_regulate	9
hsa-miR-3606-3p	no_feedback	5
hsa-miR-605-3p	auto_regulate	6
hsa-miR-4478	auto_regulate	7
hsa-miR-4478	no_feedback	9
hsa-miR-4493	auto_regulate	2
hsa-miR-4493	no_feedback	1
hsa-miR-4419b	auto_regulate	7
hsa-miR-4419b	no_feedback	9
hsa-miR-6126	auto_regulate	4
hsa-miR-6126	no_feedback	1
hsa-miR-6869-5p	no_feedback	1
hsa-miR-6869-5p	auto_regulate	3
hsa-miR-8077	auto_regulate	3
hsa-miR-8077	no_feedback	1
hsa-miR-8485	auto_regulate	33
hsa-miR-8485	no_feedback	13
hsa-miR-194-3p	no_feedback	3
hsa-miR-194-3p	auto_regulate	4
hsa-miR-4654	no_feedback	2
hsa-miR-4654	auto_regulate	1
hsa-miR-4769-5p	no_feedback	2
hsa-miR-4769-5p	auto_regulate	1
hsa-miR-3529-3p	auto_regulate	4
hsa-miR-3529-3p	no_feedback	1
hsa-miR-6882-5p	auto_regulate	2
hsa-miR-4296	auto_regulate	2
hsa-miR-4296	no_feedback	1
hsa-miR-4322	auto_regulate	2
hsa-miR-4322	no_feedback	1
hsa-miR-4265	auto_regulate	2
hsa-miR-4265	no_feedback	1
hsa-miR-4803	auto_regulate	3
hsa-miR-4803	no_feedback	1
hsa-miR-6748-5p	auto_regulate	4
hsa-miR-6759-5p	auto_regulate	1
hsa-miR-6759-5p	no_feedback	1
hsa-miR-6793-5p	auto_regulate	2
hsa-miR-555	no_feedback	1
hsa-miR-4671-3p	auto_regulate	5
hsa-miR-646	auto_regulate	5
hsa-miR-646	no_feedback	3
hsa-miR-548e-5p	no_feedback	3
hsa-miR-548e-5p	auto_regulate	7
hsa-miR-4645-3p	auto_regulate	2
hsa-miR-4645-3p	no_feedback	1
hsa-miR-4768-3p	auto_regulate	11
hsa-miR-4768-3p	no_feedback	10
hsa-miR-8065	no_feedback	1
hsa-miR-8065	auto_regulate	1
hsa-miR-197-5p	auto_regulate	2
hsa-miR-197-5p	no_feedback	2
hsa-miR-210-5p	no_feedback	1
hsa-miR-210-5p	auto_regulate	2
hsa-miR-3132	auto_regulate	2
hsa-miR-3132	no_feedback	2
hsa-miR-4319	auto_regulate	2
hsa-miR-4319	no_feedback	1
hsa-miR-4650-3p	no_feedback	5
hsa-miR-5095	auto_regulate	9
hsa-miR-5095	no_feedback	6
hsa-miR-6755-5p	auto_regulate	2
hsa-miR-6755-5p	no_feedback	3
hsa-miR-7151-3p	auto_regulate	9
hsa-miR-7151-3p	no_feedback	6
hsa-miR-642b-5p	auto_regulate	1
hsa-miR-642b-5p	no_feedback	1
hsa-miR-203a-5p	auto_regulate	3
hsa-miR-203a-5p	no_feedback	2
hsa-miR-619-3p	auto_regulate	3
hsa-miR-619-3p	no_feedback	1
hsa-miR-1910-3p	auto_regulate	10
hsa-miR-1910-3p	no_feedback	4
hsa-miR-4254	auto_regulate	1
hsa-miR-6511a-5p	auto_regulate	11
hsa-miR-6511a-5p	no_feedback	4
hsa-miR-6816-3p	auto_regulate	2
hsa-miR-6816-3p	no_feedback	1
hsa-miR-6798-5p	auto_regulate	6
hsa-miR-6798-5p	no_feedback	3
hsa-miR-4459	auto_regulate	10
hsa-miR-4459	no_feedback	9
hsa-miR-4685-5p	auto_regulate	5
hsa-miR-4685-5p	no_feedback	3
hsa-miR-4711-5p	auto_regulate	2
hsa-miR-4733-3p	auto_regulate	3
hsa-miR-4733-3p	no_feedback	2
hsa-miR-4761-3p	auto_regulate	1
hsa-miR-6753-5p	auto_regulate	3
hsa-miR-6753-5p	no_feedback	1
hsa-miR-6837-5p	auto_regulate	5
hsa-miR-6837-5p	no_feedback	3
hsa-miR-6740-5p	no_feedback	1
hsa-miR-1229-5p	auto_regulate	2
hsa-miR-1229-5p	no_feedback	1
hsa-miR-3162-5p	auto_regulate	1
hsa-miR-3162-5p	no_feedback	1
hsa-miR-3659	no_feedback	1
hsa-miR-3659	auto_regulate	1
hsa-miR-4506	no_feedback	1
hsa-miR-4693-3p	no_feedback	2
hsa-miR-4693-3p	auto_regulate	5
hsa-miR-5192	no_feedback	4
hsa-miR-5192	auto_regulate	6
hsa-miR-5682	no_feedback	3
hsa-miR-5682	auto_regulate	3
hsa-miR-6760-5p	no_feedback	6
hsa-miR-6760-5p	auto_regulate	9
hsa-miR-6871-3p	auto_regulate	3
hsa-miR-6871-3p	no_feedback	2
hsa-miR-4747-5p	no_feedback	9
hsa-miR-4747-5p	auto_regulate	7
hsa-miR-5196-5p	no_feedback	9
hsa-miR-5196-5p	auto_regulate	7
hsa-miR-510-3p	no_feedback	3
hsa-miR-510-3p	auto_regulate	1
hsa-miR-3145-3p	auto_regulate	3
hsa-miR-1250-3p	auto_regulate	4
hsa-miR-1250-3p	no_feedback	1
hsa-miR-3156-5p	no_feedback	2
hsa-miR-6754-3p	auto_regulate	3
hsa-miR-7161-3p	no_feedback	4
hsa-miR-7161-3p	auto_regulate	3
hsa-miR-6804-5p	auto_regulate	6
hsa-miR-6804-5p	no_feedback	3
hsa-miR-7849-3p	no_feedback	4
hsa-miR-7849-3p	auto_regulate	2
hsa-miR-382-3p	auto_regulate	2
hsa-miR-4706	auto_regulate	3
hsa-miR-4706	no_feedback	1
hsa-miR-4749-5p	auto_regulate	3
hsa-miR-4749-5p	no_feedback	1
hsa-miR-6835-3p	auto_regulate	9
hsa-miR-6835-3p	no_feedback	3
hsa-miR-3925-5p	auto_regulate	2
hsa-miR-3925-5p	no_feedback	1
hsa-miR-4447	auto_regulate	9
hsa-miR-4447	no_feedback	3
hsa-miR-4472	auto_regulate	9
hsa-miR-4472	no_feedback	3
hsa-miR-3976	auto_regulate	3
hsa-miR-6795-5p	auto_regulate	6
hsa-miR-6795-5p	no_feedback	2
hsa-miR-6887-5p	auto_regulate	8
hsa-miR-6887-5p	no_feedback	2
hsa-miR-7109-5p	auto_regulate	4
hsa-miR-7109-5p	no_feedback	1
hsa-miR-1290	no_feedback	2
hsa-miR-1290	auto_regulate	1
hsa-miR-1252-5p	auto_regulate	5
hsa-miR-1252-5p	no_feedback	4
hsa-miR-4533	auto_regulate	8
hsa-miR-4533	no_feedback	5
hsa-miR-6828-5p	no_feedback	3
hsa-miR-6828-5p	auto_regulate	1
hsa-miR-6516-5p	auto_regulate	16
hsa-miR-6516-5p	no_feedback	9
hsa-miR-4501	auto_regulate	9
hsa-miR-4501	no_feedback	1
hsa-miR-520f-3p	auto_regulate	6
hsa-miR-520f-3p	no_feedback	1
hsa-miR-4701-3p	auto_regulate	5
hsa-miR-4701-3p	no_feedback	2
hsa-miR-5589-5p	no_feedback	7
hsa-miR-5589-5p	auto_regulate	8
hsa-miR-6736-5p	auto_regulate	5
hsa-miR-6736-5p	no_feedback	2
hsa-miR-4458	auto_regulate	7
hsa-miR-4458	no_feedback	5
hsa-miR-4500	auto_regulate	7
hsa-miR-4500	no_feedback	5
hsa-miR-4768-5p	auto_regulate	7
hsa-miR-4768-5p	no_feedback	6
hsa-miR-6809-3p	auto_regulate	13
hsa-miR-6809-3p	no_feedback	6
hsa-miR-6833-3p	auto_regulate	7
hsa-miR-6833-3p	no_feedback	6
hsa-miR-4461	no_feedback	2
hsa-miR-4461	auto_regulate	1
hsa-miR-4639-5p	auto_regulate	4
hsa-miR-4639-5p	no_feedback	1
hsa-miR-548l	auto_regulate	6
hsa-miR-548l	no_feedback	3
hsa-miR-7515	auto_regulate	6
hsa-miR-7515	no_feedback	6
hsa-miR-552-3p	auto_regulate	4
hsa-miR-552-3p	no_feedback	1
hsa-miR-6505-5p	no_feedback	3
hsa-miR-203b-3p	auto_regulate	3
hsa-miR-297	auto_regulate	8
hsa-miR-297	no_feedback	2
hsa-miR-3924	auto_regulate	7
hsa-miR-3924	no_feedback	3
hsa-miR-208a-5p	no_feedback	2
hsa-miR-208a-5p	auto_regulate	4
hsa-miR-504-3p	no_feedback	6
hsa-miR-504-3p	auto_regulate	6
hsa-miR-208b-5p	no_feedback	2
hsa-miR-208b-5p	auto_regulate	4
hsa-miR-4433b-3p	auto_regulate	3
hsa-miR-4433b-3p	no_feedback	2
hsa-miR-8063	auto_regulate	1
hsa-miR-8063	no_feedback	5
hsa-miR-5000-5p	auto_regulate	3
hsa-miR-6769a-3p	no_feedback	1
hsa-miR-6769a-3p	auto_regulate	2
hsa-miR-3200-5p	auto_regulate	1
hsa-miR-144-5p	auto_regulate	3
hsa-miR-144-5p	no_feedback	1
hsa-miR-19b-2-5p	no_feedback	2
hsa-miR-19b-2-5p	auto_regulate	7
hsa-miR-508-3p	auto_regulate	1
hsa-miR-508-3p	no_feedback	1
hsa-miR-2052	auto_regulate	6
hsa-miR-2052	no_feedback	2
hsa-miR-3121-3p	auto_regulate	3
hsa-miR-3121-3p	no_feedback	2
hsa-miR-4427	auto_regulate	1
hsa-miR-4427	no_feedback	2
hsa-miR-4445-5p	auto_regulate	1
hsa-miR-4724-5p	no_feedback	1
hsa-miR-4724-5p	auto_regulate	3
hsa-miR-6766-3p	no_feedback	1
hsa-miR-466	no_feedback	3
hsa-miR-466	auto_regulate	9
hsa-miR-3941	auto_regulate	14
hsa-miR-3941	no_feedback	3
hsa-miR-130a-5p	auto_regulate	1
hsa-miR-323a-3p	auto_regulate	4
hsa-miR-23c	auto_regulate	1
hsa-miR-124-5p	auto_regulate	1
hsa-miR-124-5p	no_feedback	1
hsa-miR-579-3p	auto_regulate	3
hsa-miR-579-3p	no_feedback	3
hsa-miR-1206	no_feedback	1
hsa-miR-1206	auto_regulate	2
hsa-miR-3927-3p	no_feedback	5
hsa-miR-3927-3p	auto_regulate	3
hsa-miR-664b-3p	auto_regulate	3
hsa-miR-664b-3p	no_feedback	3
