mir	auto	count
hsa-miR-548b-3p	no_feedback	1
hsa-miR-505-3p	no_feedback	6
hsa-miR-505-3p	auto_regulate	8
hsa-miR-502-5p	auto_regulate	2
hsa-miR-502-5p	no_feedback	1
hsa-miR-202-3p	auto_regulate	8
hsa-miR-202-3p	no_feedback	5
hsa-miR-485-5p	auto_regulate	7
hsa-miR-485-5p	no_feedback	8
hsa-miR-425-5p	auto_regulate	4
hsa-miR-425-5p	no_feedback	4
hsa-miR-638	no_feedback	4
hsa-miR-638	auto_regulate	2
hsa-miR-2110	auto_regulate	8
hsa-miR-2110	no_feedback	2
hsa-miR-365a-5p	auto_regulate	4
hsa-miR-365a-5p	no_feedback	1
hsa-miR-103a-2-5p	auto_regulate	1
hsa-miR-103a-2-5p	no_feedback	1
hsa-miR-1915-3p	auto_regulate	8
hsa-miR-1915-3p	no_feedback	2
hsa-miR-1915-5p	auto_regulate	1
hsa-miR-1914-3p	auto_regulate	4
hsa-miR-1914-3p	no_feedback	4
hsa-miR-1914-5p	auto_regulate	2
hsa-miR-1914-5p	no_feedback	1
hsa-miR-1913	auto_regulate	4
hsa-miR-1913	no_feedback	1
hsa-miR-1910-5p	auto_regulate	1
hsa-miR-1909-3p	no_feedback	7
hsa-miR-1909-3p	auto_regulate	3
hsa-miR-1909-5p	auto_regulate	1
hsa-miR-1909-5p	no_feedback	1
hsa-miR-1908-5p	auto_regulate	2
hsa-miR-1908-5p	no_feedback	2
hsa-miR-1307-3p	auto_regulate	3
hsa-miR-1307-3p	no_feedback	3
hsa-miR-664a-3p	auto_regulate	2
hsa-miR-664a-3p	no_feedback	3
hsa-miR-1292-5p	auto_regulate	2
hsa-miR-1284	no_feedback	1
hsa-miR-1284	auto_regulate	2
hsa-miR-1276	no_feedback	2
hsa-miR-1276	auto_regulate	5
hsa-miR-548h-5p	no_feedback	3
hsa-miR-548h-5p	auto_regulate	8
hsa-miR-1268a	no_feedback	1
hsa-miR-548o-3p	no_feedback	1
hsa-miR-548o-3p	auto_regulate	1
hsa-miR-1262	auto_regulate	5
hsa-miR-1262	no_feedback	2
hsa-miR-1260a	auto_regulate	3
hsa-miR-1260a	no_feedback	3
hsa-miR-1254	auto_regulate	1
hsa-miR-1249-3p	auto_regulate	1
hsa-miR-1247-5p	no_feedback	1
hsa-miR-1304-5p	auto_regulate	4
hsa-miR-1304-5p	no_feedback	2
hsa-miR-1303	auto_regulate	2
hsa-miR-1303	no_feedback	3
hsa-miR-1293	auto_regulate	6
hsa-miR-1293	no_feedback	1
hsa-miR-1287-5p	auto_regulate	1
hsa-miR-548j-5p	no_feedback	3
hsa-miR-548j-5p	auto_regulate	8
hsa-miR-1180-3p	no_feedback	1
hsa-miR-1180-3p	auto_regulate	3
hsa-miR-663b	auto_regulate	2
hsa-miR-663b	no_feedback	1
hsa-miR-1301-3p	auto_regulate	5
hsa-miR-1301-3p	no_feedback	5
hsa-miR-1271-5p	auto_regulate	4
hsa-miR-1271-5p	no_feedback	2
hsa-miR-320c	auto_regulate	7
hsa-miR-320c	no_feedback	3
hsa-miR-320b	no_feedback	2
hsa-miR-320b	auto_regulate	6
hsa-miR-1237-3p	no_feedback	3
hsa-miR-1237-3p	auto_regulate	3
hsa-miR-1236-3p	auto_regulate	4
hsa-miR-1236-3p	no_feedback	1
hsa-miR-1229-3p	no_feedback	8
hsa-miR-1229-3p	auto_regulate	7
hsa-miR-1227-3p	auto_regulate	2
hsa-miR-1227-3p	no_feedback	1
hsa-miR-1226-5p	no_feedback	3
hsa-miR-1226-5p	auto_regulate	3
hsa-miR-1225-3p	auto_regulate	6
hsa-miR-1225-3p	no_feedback	1
hsa-miR-1224-3p	auto_regulate	5
hsa-miR-1224-3p	no_feedback	6
hsa-miR-1224-5p	auto_regulate	2
hsa-miR-943	no_feedback	2
hsa-miR-941	auto_regulate	3
hsa-miR-940	no_feedback	12
hsa-miR-940	auto_regulate	17
hsa-miR-939-5p	auto_regulate	7
hsa-miR-939-5p	no_feedback	7
hsa-miR-935	no_feedback	4
hsa-miR-935	auto_regulate	6
hsa-miR-877-3p	auto_regulate	12
hsa-miR-877-3p	no_feedback	11
hsa-miR-877-5p	no_feedback	6
hsa-miR-877-5p	auto_regulate	4
hsa-miR-744-3p	no_feedback	3
hsa-miR-744-3p	auto_regulate	1
hsa-miR-147b	auto_regulate	3
hsa-miR-874-3p	no_feedback	3
hsa-miR-874-3p	auto_regulate	3
hsa-miR-450b-5p	auto_regulate	11
hsa-miR-450b-5p	no_feedback	6
hsa-miR-671-3p	auto_regulate	1
hsa-miR-548d-5p	no_feedback	3
hsa-miR-548d-5p	auto_regulate	8
hsa-miR-628-5p	auto_regulate	2
hsa-miR-625-3p	no_feedback	2
hsa-miR-625-3p	auto_regulate	1
hsa-miR-550a-5p	auto_regulate	2
hsa-miR-550a-5p	no_feedback	2
hsa-miR-92b-5p	auto_regulate	3
hsa-miR-92b-5p	no_feedback	1
hsa-miR-455-3p	no_feedback	11
hsa-miR-455-3p	auto_regulate	20
hsa-miR-532-3p	no_feedback	5
hsa-miR-532-3p	auto_regulate	6
hsa-miR-505-5p	no_feedback	5
hsa-miR-505-5p	auto_regulate	7
hsa-miR-502-3p	auto_regulate	2
hsa-miR-501-3p	auto_regulate	2
hsa-miR-500a-5p	auto_regulate	4
hsa-miR-500a-5p	no_feedback	1
hsa-miR-193b-5p	auto_regulate	5
hsa-miR-193b-5p	no_feedback	1
hsa-miR-423-5p	no_feedback	9
hsa-miR-423-5p	auto_regulate	13
hsa-miR-339-3p	auto_regulate	2
hsa-miR-331-5p	auto_regulate	4
hsa-miR-331-5p	no_feedback	2
hsa-miR-342-5p	no_feedback	7
hsa-miR-342-5p	auto_regulate	8
hsa-miR-330-5p	auto_regulate	3
hsa-miR-330-5p	no_feedback	2
hsa-miR-374a-3p	auto_regulate	3
hsa-miR-361-3p	no_feedback	2
hsa-miR-361-3p	auto_regulate	1
hsa-miR-26a-2-3p	auto_regulate	1
hsa-miR-130b-5p	auto_regulate	9
hsa-miR-130b-5p	no_feedback	4
hsa-miR-99b-3p	auto_regulate	1
hsa-miR-99b-3p	no_feedback	1
hsa-miR-29c-5p	no_feedback	2
hsa-miR-106b-3p	auto_regulate	5
hsa-miR-106b-3p	no_feedback	1
hsa-miR-188-3p	auto_regulate	2
hsa-miR-188-3p	no_feedback	2
hsa-miR-186-3p	auto_regulate	7
hsa-miR-186-3p	no_feedback	6
hsa-miR-185-3p	auto_regulate	5
hsa-miR-185-3p	no_feedback	1
hsa-miR-146a-3p	no_feedback	3
hsa-miR-146a-3p	auto_regulate	1
hsa-miR-125b-2-3p	no_feedback	3
hsa-miR-125b-2-3p	auto_regulate	2
hsa-miR-132-5p	auto_regulate	2
hsa-miR-27b-5p	no_feedback	1
hsa-miR-27b-5p	auto_regulate	2
hsa-miR-15b-3p	auto_regulate	2
hsa-let-7g-3p	auto_regulate	5
hsa-let-7g-3p	no_feedback	1
hsa-miR-221-5p	auto_regulate	4
hsa-miR-221-5p	no_feedback	2
hsa-miR-218-1-3p	no_feedback	1
hsa-miR-196a-3p	auto_regulate	5
hsa-miR-196a-3p	no_feedback	1
hsa-miR-183-3p	no_feedback	4
hsa-miR-183-3p	auto_regulate	3
hsa-miR-181c-3p	no_feedback	1
hsa-miR-181c-3p	auto_regulate	1
hsa-miR-181a-2-3p	auto_regulate	3
hsa-miR-10b-3p	no_feedback	1
hsa-miR-10b-3p	auto_regulate	1
hsa-miR-10a-3p	no_feedback	1
hsa-miR-10a-3p	auto_regulate	4
hsa-miR-7-1-3p	auto_regulate	4
hsa-miR-7-1-3p	no_feedback	6
hsa-miR-30d-3p	auto_regulate	5
hsa-miR-139-3p	auto_regulate	4
hsa-miR-139-3p	no_feedback	2
hsa-miR-30c-2-3p	no_feedback	4
hsa-miR-30c-2-3p	auto_regulate	11
hsa-miR-148a-5p	auto_regulate	4
hsa-miR-129-1-3p	auto_regulate	2
hsa-miR-129-1-3p	no_feedback	1
hsa-miR-29b-2-5p	no_feedback	2
hsa-miR-29b-2-5p	auto_regulate	3
hsa-miR-99a-3p	no_feedback	1
hsa-miR-93-3p	no_feedback	7
hsa-miR-93-3p	auto_regulate	5
hsa-miR-92a-1-5p	no_feedback	2
hsa-miR-92a-1-5p	auto_regulate	8
hsa-miR-33a-3p	no_feedback	3
hsa-miR-33a-3p	auto_regulate	6
hsa-miR-28-3p	no_feedback	2
hsa-miR-28-3p	auto_regulate	1
hsa-miR-26b-3p	auto_regulate	2
hsa-miR-25-5p	auto_regulate	5
hsa-miR-25-5p	no_feedback	1
hsa-miR-23a-5p	auto_regulate	2
hsa-miR-23a-5p	no_feedback	3
hsa-miR-22-5p	no_feedback	2
hsa-miR-22-5p	auto_regulate	1
hsa-miR-21-3p	no_feedback	2
hsa-miR-21-3p	auto_regulate	2
hsa-miR-20a-3p	no_feedback	1
hsa-miR-19a-5p	no_feedback	2
hsa-miR-19a-5p	auto_regulate	6
hsa-miR-15a-3p	auto_regulate	3
hsa-miR-15a-3p	no_feedback	1
hsa-let-7f-2-3p	auto_regulate	7
hsa-let-7f-2-3p	no_feedback	4
hsa-let-7f-1-3p	auto_regulate	4
hsa-let-7f-1-3p	no_feedback	2
hsa-let-7b-3p	auto_regulate	4
hsa-let-7b-3p	no_feedback	2
hsa-let-7a-3p	auto_regulate	4
hsa-let-7a-3p	no_feedback	2
hsa-miR-769-3p	auto_regulate	3
hsa-miR-769-3p	no_feedback	9
hsa-miR-660-5p	no_feedback	2
hsa-miR-641	auto_regulate	2
hsa-miR-641	no_feedback	2
hsa-miR-636	auto_regulate	3
hsa-miR-636	no_feedback	1
hsa-miR-629-3p	no_feedback	2
hsa-miR-629-3p	auto_regulate	4
hsa-miR-628-3p	no_feedback	1
hsa-miR-628-3p	auto_regulate	2
hsa-miR-624-5p	auto_regulate	2
hsa-miR-618	auto_regulate	4
hsa-miR-618	no_feedback	1
hsa-miR-616-5p	auto_regulate	9
hsa-miR-616-5p	no_feedback	5
hsa-miR-598-3p	auto_regulate	1
hsa-miR-597-5p	auto_regulate	1
hsa-miR-550a-3p	no_feedback	1
hsa-miR-589-3p	auto_regulate	4
hsa-miR-589-3p	no_feedback	1
hsa-miR-548a-3p	auto_regulate	4
hsa-miR-548a-3p	no_feedback	3
hsa-miR-577	auto_regulate	3
hsa-miR-576-5p	no_feedback	3
hsa-miR-576-5p	auto_regulate	2
hsa-miR-574-3p	no_feedback	2
hsa-miR-574-3p	auto_regulate	2
hsa-miR-455-5p	auto_regulate	1
hsa-miR-455-5p	no_feedback	1
hsa-miR-500a-3p	no_feedback	2
hsa-miR-500a-3p	auto_regulate	1
hsa-miR-425-3p	auto_regulate	2
hsa-miR-425-3p	no_feedback	2
hsa-miR-340-3p	auto_regulate	5
hsa-miR-362-5p	no_feedback	3
hsa-miR-362-5p	auto_regulate	1
hsa-miR-187-3p	auto_regulate	2
hsa-miR-187-3p	no_feedback	1
hsa-miR-182-3p	no_feedback	2
hsa-miR-182-3p	auto_regulate	1
hsa-miR-2116-3p	no_feedback	2
hsa-miR-2116-3p	auto_regulate	5
hsa-miR-548q	no_feedback	1
hsa-miR-548q	auto_regulate	1
hsa-miR-449c-3p	no_feedback	1
hsa-miR-3117-3p	no_feedback	4
hsa-miR-3117-3p	auto_regulate	4
hsa-miR-3127-5p	auto_regulate	1
hsa-miR-3127-5p	no_feedback	1
hsa-miR-3131	auto_regulate	1
hsa-miR-3131	no_feedback	3
hsa-miR-3140-3p	no_feedback	4
hsa-miR-3140-3p	auto_regulate	4
hsa-miR-3144-3p	auto_regulate	1
hsa-miR-3144-3p	no_feedback	1
hsa-miR-548v	auto_regulate	5
hsa-miR-3157-5p	auto_regulate	4
hsa-miR-3157-5p	no_feedback	1
hsa-miR-1260b	no_feedback	7
hsa-miR-1260b	auto_regulate	6
hsa-miR-3176	auto_regulate	3
hsa-miR-3176	no_feedback	1
hsa-miR-3177-3p	auto_regulate	3
hsa-miR-3181	auto_regulate	1
hsa-miR-3065-5p	no_feedback	5
hsa-miR-3065-5p	auto_regulate	2
hsa-miR-3187-3p	no_feedback	3
hsa-miR-3188	no_feedback	2
hsa-miR-3188	auto_regulate	1
hsa-miR-320e	auto_regulate	1
hsa-miR-320e	no_feedback	2
hsa-miR-3196	auto_regulate	3
hsa-miR-3196	no_feedback	2
hsa-miR-3198	auto_regulate	1
hsa-miR-3198	no_feedback	1
hsa-miR-3200-3p	no_feedback	1
hsa-miR-3065-3p	auto_regulate	1
hsa-miR-378c	auto_regulate	2
hsa-miR-4323	auto_regulate	2
hsa-miR-4323	no_feedback	3
hsa-miR-4324	auto_regulate	8
hsa-miR-4324	no_feedback	4
hsa-miR-4326	auto_regulate	2
hsa-miR-4326	no_feedback	1
hsa-miR-4284	no_feedback	6
hsa-miR-4284	auto_regulate	8
hsa-miR-4286	auto_regulate	3
hsa-miR-4286	no_feedback	2
hsa-miR-2277-5p	auto_regulate	5
hsa-miR-3615	auto_regulate	1
hsa-miR-3619-5p	no_feedback	4
hsa-miR-3619-5p	auto_regulate	6
hsa-miR-3620-3p	auto_regulate	2
hsa-miR-3620-3p	no_feedback	4
hsa-miR-3622a-3p	auto_regulate	2
hsa-miR-3622a-3p	no_feedback	2
hsa-miR-3648	auto_regulate	2
hsa-miR-3663-3p	auto_regulate	4
hsa-miR-3676-3p	no_feedback	1
hsa-miR-3679-3p	auto_regulate	5
hsa-miR-3679-3p	no_feedback	1
hsa-miR-3691-5p	auto_regulate	2
hsa-miR-3691-5p	no_feedback	1
hsa-miR-3909	no_feedback	2
hsa-miR-3909	auto_regulate	2
hsa-miR-3928-3p	auto_regulate	4
hsa-miR-3929	no_feedback	10
hsa-miR-3929	auto_regulate	7
hsa-miR-3934-5p	auto_regulate	8
hsa-miR-3934-5p	no_feedback	2
hsa-miR-3943	auto_regulate	4
hsa-miR-3943	no_feedback	2
hsa-miR-548aa	no_feedback	5
hsa-miR-548aa	auto_regulate	5
hsa-miR-493-3p	no_feedback	1
hsa-miR-493-3p	auto_regulate	1
hsa-miR-381-3p	auto_regulate	6
hsa-miR-381-3p	no_feedback	3
hsa-miR-27a-5p	auto_regulate	2
hsa-miR-27a-5p	no_feedback	2
hsa-miR-218-2-3p	no_feedback	3
hsa-miR-218-2-3p	auto_regulate	3
hsa-miR-4723-5p	auto_regulate	8
hsa-miR-4723-5p	no_feedback	4
hsa-miR-490-5p	auto_regulate	2
hsa-miR-761	no_feedback	4
hsa-miR-761	auto_regulate	6
hsa-miR-543	no_feedback	3
hsa-miR-543	auto_regulate	5
hsa-miR-518c-3p	auto_regulate	1
hsa-miR-150-3p	auto_regulate	2
hsa-miR-150-3p	no_feedback	1
hsa-miR-371a-5p	auto_regulate	11
hsa-miR-371a-5p	no_feedback	4
hsa-miR-486-3p	auto_regulate	7
hsa-miR-486-3p	no_feedback	5
hsa-miR-591	auto_regulate	2
hsa-miR-591	no_feedback	1
hsa-miR-452-5p	auto_regulate	3
hsa-miR-452-5p	no_feedback	3
hsa-miR-570-3p	no_feedback	4
hsa-miR-570-3p	auto_regulate	5
hsa-miR-300	no_feedback	2
hsa-miR-300	auto_regulate	6
hsa-miR-539-5p	no_feedback	2
hsa-miR-539-5p	auto_regulate	10
hsa-miR-544a	auto_regulate	8
hsa-miR-544a	no_feedback	3
hsa-miR-1207-5p	no_feedback	11
hsa-miR-1207-5p	auto_regulate	10
hsa-miR-1266-5p	auto_regulate	4
hsa-miR-1266-5p	no_feedback	1
hsa-miR-1246	no_feedback	2
hsa-miR-4448	auto_regulate	1
hsa-miR-4448	no_feedback	1
hsa-miR-382-5p	no_feedback	2
hsa-miR-382-5p	auto_regulate	2
hsa-miR-580-3p	no_feedback	6
hsa-miR-580-3p	auto_regulate	5
hsa-miR-34c-3p	no_feedback	4
hsa-miR-34c-3p	auto_regulate	2
hsa-miR-1202	auto_regulate	1
hsa-miR-575	auto_regulate	1
hsa-miR-575	no_feedback	2
hsa-miR-520d-3p	no_feedback	10
hsa-miR-520d-3p	auto_regulate	14
hsa-miR-513b-5p	auto_regulate	2
hsa-miR-513b-5p	no_feedback	2
hsa-miR-410-3p	no_feedback	6
hsa-miR-410-3p	auto_regulate	12
hsa-miR-645	no_feedback	1
hsa-miR-135b-3p	auto_regulate	1
hsa-miR-508-5p	no_feedback	6
hsa-miR-508-5p	auto_regulate	4
hsa-miR-329-3p	auto_regulate	20
hsa-miR-329-3p	no_feedback	5
hsa-miR-1182	auto_regulate	1
hsa-miR-1182	no_feedback	2
hsa-miR-4782-3p	auto_regulate	1
hsa-miR-4782-3p	no_feedback	1
hsa-miR-655-3p	auto_regulate	3
hsa-miR-655-3p	no_feedback	4
hsa-miR-513c-5p	no_feedback	3
hsa-miR-513c-5p	auto_regulate	2
hsa-miR-190b	auto_regulate	1
hsa-miR-656-3p	no_feedback	4
hsa-miR-656-3p	auto_regulate	6
hsa-miR-4437	no_feedback	1
hsa-miR-4674	no_feedback	1
hsa-miR-4722-5p	auto_regulate	10
hsa-miR-4722-5p	no_feedback	8
hsa-miR-525-3p	auto_regulate	1
hsa-miR-4516	auto_regulate	11
hsa-miR-4516	no_feedback	5
hsa-miR-1289	auto_regulate	1
hsa-miR-1289	no_feedback	2
hsa-miR-921	no_feedback	1
hsa-miR-581	auto_regulate	2
hsa-miR-581	no_feedback	2
hsa-miR-526b-3p	no_feedback	13
hsa-miR-526b-3p	auto_regulate	20
hsa-miR-4272	no_feedback	2
hsa-miR-4272	auto_regulate	1
hsa-miR-7159-5p	no_feedback	3
hsa-miR-7159-5p	auto_regulate	4
hsa-miR-6758-5p	auto_regulate	5
hsa-miR-6758-5p	no_feedback	5
hsa-miR-6856-5p	auto_regulate	6
hsa-miR-6856-5p	no_feedback	5
hsa-miR-3190-3p	auto_regulate	2
hsa-miR-3190-3p	no_feedback	3
hsa-miR-3661	auto_regulate	1
hsa-miR-3661	no_feedback	2
hsa-miR-4502	no_feedback	1
hsa-miR-4502	auto_regulate	1
hsa-miR-6833-5p	auto_regulate	1
hsa-miR-6833-5p	no_feedback	2
hsa-miR-7114-5p	auto_regulate	2
hsa-miR-7114-5p	no_feedback	1
hsa-miR-607	no_feedback	4
hsa-miR-607	auto_regulate	4
hsa-miR-944	auto_regulate	3
hsa-miR-944	no_feedback	4
hsa-miR-4262	no_feedback	3
hsa-miR-4262	auto_regulate	2
hsa-miR-3671	auto_regulate	3
hsa-miR-3671	no_feedback	3
hsa-miR-6865-3p	no_feedback	4
hsa-miR-6865-3p	auto_regulate	3
hsa-miR-7853-5p	auto_regulate	4
hsa-miR-548c-3p	no_feedback	10
hsa-miR-548c-3p	auto_regulate	12
hsa-miR-3148	auto_regulate	11
hsa-miR-3148	no_feedback	3
hsa-miR-4668-5p	auto_regulate	16
hsa-miR-4668-5p	no_feedback	6
hsa-miR-4668-3p	auto_regulate	7
hsa-miR-4668-3p	no_feedback	2
hsa-miR-5584-5p	no_feedback	1
hsa-miR-5680	auto_regulate	6
hsa-miR-5680	no_feedback	2
hsa-miR-635	auto_regulate	1
hsa-miR-4524a-5p	auto_regulate	2
hsa-miR-4524a-5p	no_feedback	3
hsa-miR-4642	auto_regulate	4
hsa-miR-4524b-5p	auto_regulate	2
hsa-miR-4524b-5p	no_feedback	3
hsa-miR-6774-5p	auto_regulate	2
hsa-miR-222-5p	auto_regulate	4
hsa-miR-367-3p	auto_regulate	6
hsa-miR-367-3p	no_feedback	6
hsa-miR-3163	no_feedback	9
hsa-miR-3163	auto_regulate	9
hsa-miR-548j-3p	no_feedback	6
hsa-miR-548j-3p	auto_regulate	8
hsa-miR-548x-3p	no_feedback	6
hsa-miR-548x-3p	auto_regulate	8
hsa-miR-548ae-3p	no_feedback	6
hsa-miR-548ae-3p	auto_regulate	8
hsa-miR-548ah-3p	no_feedback	6
hsa-miR-548ah-3p	auto_regulate	8
hsa-miR-548aj-3p	no_feedback	6
hsa-miR-548aj-3p	auto_regulate	8
hsa-miR-548am-3p	no_feedback	6
hsa-miR-548am-3p	auto_regulate	8
hsa-miR-548aq-3p	no_feedback	6
hsa-miR-548aq-3p	auto_regulate	8
hsa-miR-5582-3p	no_feedback	5
hsa-miR-5582-3p	auto_regulate	6
hsa-miR-513b-3p	auto_regulate	3
hsa-miR-513b-3p	no_feedback	2
hsa-miR-3662	auto_regulate	5
hsa-miR-3662	no_feedback	4
hsa-miR-6826-3p	auto_regulate	2
hsa-miR-6826-3p	no_feedback	2
hsa-miR-548m	auto_regulate	2
hsa-miR-548m	no_feedback	2
hsa-miR-3653-3p	auto_regulate	5
hsa-miR-3653-3p	no_feedback	3
hsa-miR-3658	auto_regulate	3
hsa-miR-3658	no_feedback	2
hsa-miR-4436b-5p	no_feedback	1
hsa-miR-4436b-5p	auto_regulate	1
hsa-miR-5197-3p	auto_regulate	4
hsa-miR-5579-3p	no_feedback	1
hsa-miR-5579-3p	auto_regulate	1
hsa-miR-6509-3p	auto_regulate	1
hsa-miR-6509-3p	no_feedback	1
hsa-miR-1825	no_feedback	6
hsa-miR-1825	auto_regulate	3
hsa-miR-548t-5p	no_feedback	6
hsa-miR-548t-5p	auto_regulate	14
hsa-miR-3189-5p	no_feedback	2
hsa-miR-4676-5p	auto_regulate	1
hsa-miR-4676-5p	no_feedback	2
hsa-miR-371b-3p	auto_regulate	2
hsa-miR-371b-3p	no_feedback	1
hsa-miR-4758-3p	no_feedback	1
hsa-miR-4786-3p	no_feedback	1
hsa-miR-4786-3p	auto_regulate	1
hsa-miR-5699-5p	no_feedback	1
hsa-miR-6124	auto_regulate	8
hsa-miR-6124	no_feedback	1
hsa-miR-548az-5p	no_feedback	6
hsa-miR-548az-5p	auto_regulate	14
hsa-miR-6796-5p	auto_regulate	2
hsa-miR-6796-5p	no_feedback	1
hsa-miR-98-3p	auto_regulate	4
hsa-miR-98-3p	no_feedback	4
hsa-miR-379-3p	auto_regulate	2
hsa-miR-379-3p	no_feedback	3
hsa-miR-380-3p	auto_regulate	2
hsa-miR-380-3p	no_feedback	2
hsa-miR-411-3p	auto_regulate	2
hsa-miR-411-3p	no_feedback	3
hsa-miR-3942-5p	auto_regulate	3
hsa-miR-3942-5p	no_feedback	1
hsa-miR-4495	no_feedback	3
hsa-miR-4495	auto_regulate	4
hsa-miR-4703-5p	auto_regulate	3
hsa-miR-4703-5p	no_feedback	1
hsa-miR-6838-5p	no_feedback	11
hsa-miR-6838-5p	auto_regulate	8
hsa-miR-8062	no_feedback	4
hsa-miR-8062	auto_regulate	1
hsa-miR-8079	auto_regulate	2
hsa-miR-8079	no_feedback	1
hsa-miR-4717-3p	auto_regulate	2
hsa-miR-5011-5p	auto_regulate	21
hsa-miR-5011-5p	no_feedback	10
hsa-miR-942-3p	no_feedback	1
hsa-miR-4789-5p	no_feedback	2
hsa-miR-4789-5p	auto_regulate	6
hsa-miR-4729	no_feedback	4
hsa-miR-4729	auto_regulate	3
hsa-miR-5700	auto_regulate	1
hsa-miR-5700	no_feedback	1
hsa-miR-4426	auto_regulate	5
hsa-miR-4426	no_feedback	3
hsa-miR-4451	auto_regulate	2
hsa-miR-4647	auto_regulate	5
hsa-miR-4647	no_feedback	3
hsa-miR-4662b	auto_regulate	5
hsa-miR-4662b	no_feedback	3
hsa-miR-4775	no_feedback	3
hsa-miR-4775	auto_regulate	5
hsa-miR-190a-3p	auto_regulate	25
hsa-miR-190a-3p	no_feedback	10
hsa-miR-634	no_feedback	1
hsa-miR-634	auto_regulate	1
hsa-miR-1179	auto_regulate	4
hsa-miR-1179	no_feedback	1
hsa-miR-4310	auto_regulate	4
hsa-miR-5697	auto_regulate	3
hsa-miR-5697	no_feedback	1
hsa-miR-7157-5p	auto_regulate	4
hsa-miR-372-5p	auto_regulate	9
hsa-miR-372-5p	no_feedback	4
hsa-miR-373-5p	auto_regulate	9
hsa-miR-373-5p	no_feedback	5
hsa-miR-371b-5p	auto_regulate	9
hsa-miR-371b-5p	no_feedback	5
hsa-miR-6883-3p	no_feedback	1
hsa-miR-3607-5p	auto_regulate	3
hsa-miR-3607-5p	no_feedback	1
hsa-miR-5197-5p	auto_regulate	5
hsa-miR-570-5p	auto_regulate	2
hsa-miR-570-5p	no_feedback	1
hsa-miR-548ag	auto_regulate	1
hsa-miR-548ag	no_feedback	1
hsa-miR-548ai	auto_regulate	1
hsa-miR-548ai	no_feedback	1
hsa-miR-4477a	auto_regulate	5
hsa-miR-4477a	no_feedback	1
hsa-miR-4678	auto_regulate	2
hsa-miR-4678	no_feedback	1
hsa-miR-548ba	auto_regulate	1
hsa-miR-548ba	no_feedback	1
hsa-miR-548h-3p	no_feedback	5
hsa-miR-548h-3p	auto_regulate	12
hsa-miR-548z	no_feedback	5
hsa-miR-548z	auto_regulate	12
hsa-miR-548ac	no_feedback	5
hsa-miR-548ac	auto_regulate	12
hsa-miR-548bb-3p	no_feedback	5
hsa-miR-548bb-3p	auto_regulate	12
hsa-miR-4257	auto_regulate	11
hsa-miR-4257	no_feedback	3
hsa-miR-4464	auto_regulate	4
hsa-miR-4748	auto_regulate	4
hsa-miR-5010-3p	no_feedback	5
hsa-miR-5010-3p	auto_regulate	6
hsa-miR-5087	auto_regulate	2
hsa-miR-5087	no_feedback	1
hsa-miR-6847-5p	auto_regulate	4
hsa-miR-6847-5p	no_feedback	1
hsa-miR-181b-3p	auto_regulate	1
hsa-miR-181b-3p	no_feedback	1
hsa-miR-181b-2-3p	auto_regulate	1
hsa-miR-181b-2-3p	no_feedback	1
hsa-miR-2682-5p	auto_regulate	4
hsa-miR-2682-5p	no_feedback	1
hsa-miR-3714	auto_regulate	7
hsa-miR-3714	no_feedback	4
hsa-miR-3920	no_feedback	1
hsa-miR-3920	auto_regulate	1
hsa-miR-4420	auto_regulate	1
hsa-miR-4420	no_feedback	1
hsa-miR-4704-3p	no_feedback	2
hsa-miR-4704-3p	auto_regulate	1
hsa-miR-3691-3p	no_feedback	1
hsa-miR-3691-3p	auto_regulate	1
hsa-miR-4480	auto_regulate	5
hsa-miR-4480	no_feedback	2
hsa-miR-4726-3p	auto_regulate	7
hsa-miR-4726-3p	no_feedback	2
hsa-miR-5588-3p	auto_regulate	1
hsa-miR-6764-5p	auto_regulate	8
hsa-miR-6764-5p	no_feedback	2
hsa-miR-6840-3p	no_feedback	3
hsa-miR-6840-3p	auto_regulate	9
hsa-miR-106a-3p	auto_regulate	5
hsa-miR-106a-3p	no_feedback	2
hsa-miR-1252-3p	auto_regulate	4
hsa-miR-1252-3p	no_feedback	3
hsa-miR-4511	no_feedback	1
hsa-miR-4511	auto_regulate	2
hsa-miR-651-3p	auto_regulate	8
hsa-miR-651-3p	no_feedback	4
hsa-miR-4270	no_feedback	6
hsa-miR-4270	auto_regulate	7
hsa-miR-4441	no_feedback	6
hsa-miR-4441	auto_regulate	7
hsa-miR-6754-5p	no_feedback	6
hsa-miR-6754-5p	auto_regulate	7
hsa-miR-4684-3p	auto_regulate	2
hsa-miR-4684-3p	no_feedback	1
hsa-miR-4251	auto_regulate	5
hsa-miR-4251	no_feedback	2
hsa-miR-3613-3p	no_feedback	7
hsa-miR-3613-3p	auto_regulate	12
hsa-miR-4699-3p	auto_regulate	5
hsa-miR-4699-3p	no_feedback	2
hsa-miR-548p	auto_regulate	5
hsa-miR-548p	no_feedback	1
hsa-miR-4709-5p	auto_regulate	3
hsa-miR-4709-5p	no_feedback	4
hsa-miR-5590-5p	auto_regulate	5
hsa-miR-5590-5p	no_feedback	2
hsa-miR-512-3p	auto_regulate	7
hsa-miR-512-3p	no_feedback	4
hsa-miR-302e	no_feedback	10
hsa-miR-302e	auto_regulate	14
hsa-miR-5590-3p	no_feedback	5
hsa-miR-5590-3p	auto_regulate	4
hsa-miR-2054	auto_regulate	1
hsa-miR-2054	no_feedback	2
